ID,estate_chi,estate_eng,HousingType,Latitude,Longitude,adhz,t_pop,age_1,age_2,age_3,age_4,age_2-4,age_5,born_chi,born_else,born_hk,dh,dhc_nc,dhc_oth,dhc_re,dhi_sb_1,dhi_sb_2,dhi_sb_3,dhi_sb_4,dhi_sb_e1,dhi_sb_e2,dhi_sb_e3,dhi_sb_e4,dhm_loan,dhm_lr,dhz_1,dhz_2,dhz_3,dhz_4,dhz_5,dhz_6,dm_r,dmr_ir,edu_pri_be,edu_psec,edu_sec,estate,ethn_chi,ethn_ind,ethn_oth,ethn_phi,ethn_wh,fa_m,ma_econhh,ma_f,ma_hh,ma_m,mearn_xfdhfw_sb_1,mearn_xfdhfw_sb_2,mearn_xfdhfw_sb_3,mearn_xfw_sb_1,mearn_xfw_sb_2,mearn_xfw_sb_3,ms_m_f,ms_ma_m,ms_nm_f,ms_nm_m,ms_wds_f,ms_wds_m,nwp_care,nwp_hm,nwp_oth,nwp_re,nwp_st,pls_diff_hk,pls_diff_kln,pls_diff_nt,pls_same,plw_diff_hk,plw_diff_kln,plw_diff_nt,plw_diff_oth,plw_hm,plw_nofix,plw_out,plw_same,pop_f,pop_m,readchi_ablepctn,readeng_ablepctn,s_diff_oth,sr,t_ma,t_mmearn,t_mmearn_xfdh,t_nwp,t_wp,ul_can,ul_eng,ul_oth,ul_othchi,ul_put,whr_1,whr_2,whr_3,whr_4,whr_5,whr_6,wp_a,wp_b,wp_c,wp_d,wp_e,wp_ee,wp_er,wp_f,wp_fw,wp_g,wp_h,wp_i,wp_j,wp_k,wp_l,wp_m,wp_n,wp_o,wp_p,wp_q,wp_r,wp_s,wp_se,wp_t,writechi_ablepctn,writeeng_ablepctn,Shape_Length,Shape_Area
PH_046,愛民邨,Oi Man Estate,Public Housing,22.31229006,114.1785491,2.8,17407,1364,1276,4151,4842,10269,5774,7533,756,9118,6095,3722,827,1546,1614,1307,2041,1133,329,807,1996,1104,-,-,742,1748,1961,1149,345,150,2240,11.2,4756,3289,7998,10107,16789,247,315,56,-,33,27680,55.2,20120,50.7,1082,3237,2335,1369,3237,2335,4358,4223,2156,2603,2202,501,349,954,1732,5314,2089,126,512,221,1070,1189,2030,657,163,364,1576,64,926,9356,8051,93.9,55.1,12,861,53.5,15000,15620,10438,6969,16314,102,184,345,67,510,707,2085,2603,508,556,246,409,1100,1169,1833,6375,40,509,28,365,1338,-,78,778,1185,572,778,329,485,1206,940,599,526,19,91.8,50.6,2122.817486,86951.18211
PH_047,安泰邨,On Tai Estate,Public Housing,22.3272648,114.2291594,3,24618,4905,3397,6157,7621,17175,2538,11130,619,12869,8280,5810,1356,1114,1736,2434,3250,860,564,2011,3209,860,-,-,1334,1607,2247,2246,745,101,2850,13.5,3340,4179,12194,10219,23864,62,595,85,12,30,22770,40.6,19960,38.9,2235,5187,2322,2365,5187,2322,5909,5901,2717,2705,1818,663,887,1957,2203,2762,6920,905,2129,920,3203,1623,1775,1376,303,214,2817,81,1700,12566,12052,96.4,66.4,152,959,40.1,15000,15000,14729,9889,21249,226,393,1787,461,726,1106,2542,3487,1232,796,151,307,1247,1246,3113,8939,119,1196,15,748,1872,9,184,1634,1715,1085,1424,239,339,1556,1055,596,816,62,93.9,61.9,2114.668681,67085.43588
PH_048,安達邨,On Tat Estate,Public Housing,22.32076943,114.2350825,2.6,23341,3525,2488,6098,7467,16053,3763,11571,466,11304,9073,5956,1945,1172,2501,2734,3001,837,932,2273,2936,837,-,-,1921,2433,3043,1161,394,121,2830,14,3592,3402,12822,10212,22814,98,360,53,16,30,21050,43,16380,45.3,1953,5636,2165,2020,5636,2165,6034,5908,2467,2485,2210,712,710,1693,2581,3670,4866,574,1232,631,2513,1994,1743,859,183,159,2643,151,2089,12634,10707,95.9,61.4,74,847,43.8,14500,14500,13520,9821,20355,30,154,1649,544,602,1090,2775,3406,1303,645,170,246,1101,1516,3209,8976,68,893,-,877,1788,21,189,1393,1651,1096,1615,149,324,1745,1127,492,777,40,94.1,57.1,1922.00327,65421.85589
PH_049,白田邨,Pak Tin Estate,Public Housing,22.33692876,114.1670269,2.6,16843,1326,1355,4272,5411,11038,4479,7818,619,8406,6444,3195,1806,1443,1794,1798,1923,929,485,1449,1873,929,-,-,1759,1662,1187,1210,497,129,2480,14.3,4979,3069,7469,10112,16210,85,483,65,-,34,24510,53,16910,50.5,1421,3955,1968,1571,3955,1968,3837,3465,2386,2978,2233,618,403,982,1944,4111,1909,58,504,78,1283,1049,1631,1156,357,208,1655,73,1365,9057,7786,91.9,54.3,54,860,52.1,15000,15000,9349,7494,15311,129,172,727,161,628,773,2260,2642,869,322,195,324,1069,1012,2253,6988,11,623,-,362,1656,-,139,960,1003,791,888,237,158,1453,1370,410,495,85,89.5,51.3,3417.843797,139778.2483
PH_050,坪石邨,Ping Shek Estate,Public Housing,22.33303823,114.2091046,2.7,11985,756,1013,2810,4008,7831,3398,5427,358,6200,4487,2841,662,984,1064,1245,1417,761,175,891,1386,761,-,-,546,1613,1316,872,108,32,1970,10.6,3284,2152,5793,10113,11624,177,130,54,-,31,25860,53.4,19250,53.7,770,2885,1510,974,2885,1510,2985,2724,1726,1655,1601,538,379,611,1063,3309,1254,131,717,115,427,954,1584,687,119,244,1001,18,762,6675,5310,94.6,55.1,-,796,53.5,15000,15000,6616,5369,11008,64,91,637,34,553,476,1265,1984,669,422,127,255,916,810,1467,5109,22,403,-,356,1035,-,192,532,825,487,690,163,246,1043,736,445,238,10,91.3,52.1,843.7556004,45402.97302
PH_051,平田邨,Ping Tin Estate,Public Housing,22.30685942,114.2366629,2.7,14753,1234,1267,3650,5007,9924,3595,5987,524,8242,5437,2624,1450,1363,1579,1114,1724,1020,382,819,1677,1020,-,-,1370,1209,1322,978,289,269,3240,14.8,4104,2656,6759,10114,14413,201,120,19,-,34,27070,51.5,20040,49.1,1080,3224,1942,1321,3224,1942,3172,3135,2242,2487,1939,544,440,637,1618,3676,1886,142,418,369,1099,1150,1196,727,145,317,1321,72,1568,7856,6897,93,55.4,36,878,50.6,15000,15000,8257,6496,13797,42,78,481,152,418,426,1942,2635,678,397,183,265,977,1090,1757,6161,-,662,9,265,1258,39,224,880,1031,560,928,230,219,1118,774,503,326,29,90.6,52.7,1891.325251,56474.38288
PH_052,寶達邨,Po Tat Estate,Public Housing,22.31719641,114.237906,3.1,22319,2038,2456,6502,6658,15616,4665,11846,660,9813,7214,4125,1317,1772,1583,1506,2321,1804,399,1207,2321,1795,-,-,1263,1293,1854,1798,531,475,3280,13.9,5133,4985,10163,10116,21803,148,283,85,-,34,30520,48.1,24070,41.6,1844,5585,2932,1977,5585,2932,5470,5404,3101,3676,2022,608,612,1071,2395,4481,3254,411,621,528,1880,1813,1713,1208,425,253,2560,19,2515,11531,10788,94.8,57.3,33,936,45.7,15000,15000,11813,10506,20085,62,118,1109,374,575,916,3104,4030,1258,623,356,402,1613,1292,3347,10053,64,1068,12,462,1932,34,316,1632,1697,687,1484,301,371,2015,1500,469,377,34,92,53.2,1438.986044,60749.13313
PH_053,秀茂坪邨,Sau Mau Ping Estate,Public Housing,22.31930218,114.2320151,2.9,35277,3354,3512,9559,10331,23402,8521,16788,1286,17203,12161,5874,2955,3332,3352,2638,3990,2181,860,2118,3962,2177,-,-,2817,2353,2831,2511,1039,610,3230,15.2,9181,6995,15747,10121,33854,433,856,94,40,34,26380,49.3,20140,45.7,2645,7664,4374,3043,7664,4374,7996,7419,5071,5826,3956,1655,1028,1935,4641,7903,4672,353,891,783,2910,2150,2896,1734,530,551,3469,47,3721,18588,16689,92.5,57.3,66,898,47.8,15000,15000,20179,15098,31058,202,518,2265,354,1259,1409,4175,5586,1861,808,518,728,2239,2145,4166,14044,97,1529,17,692,3057,24,429,1980,2422,1332,1752,425,423,2748,2411,1062,940,114,89.7,53,5435.863288,203934.1086
PH_054,沙田坳邨,Shatin Pass Estate,Public Housing,22.34983826,114.1951275,2.5,3063,327,392,659,1263,2314,422,1801,6,1256,1237,676,350,211,371,322,406,138,165,293,394,138,-,-,350,245,436,129,68,9,2930,14.6,580,574,1582,10125,3063,-,-,-,-,31,20250,48.5,15950,47.2,271,779,395,271,779,395,719,716,468,348,288,197,78,201,418,408,513,13,138,83,293,176,440,201,72,9,329,14,204,1629,1434,98,64.6,-,880,48,14000,14000,1618,1445,2732,-,-,176,54,160,104,448,489,133,111,34,23,191,189,467,1378,11,148,-,72,321,-,31,274,196,111,230,48,57,239,175,72,56,12,95.7,56.5,549.1036012,15659.58562
PH_055,石硤尾邨,Shek Kip Mei Estate,Public Housing,22.33303267,114.1663168,2.5,25561,2832,2554,6388,8490,17432,5297,12247,637,12677,10228,5717,2871,1640,3047,2798,3020,1363,877,2281,3005,1363,-,-,2782,2741,2513,1533,456,203,2130,13.9,6246,4334,12149,10126,24995,197,343,26,-,30,22190,47.4,16240,48.2,2190,6331,2790,2347,6331,2790,5822,5560,3559,3370,3121,1297,723,1446,2844,4816,4264,367,982,534,2485,1767,3029,1357,507,330,2614,111,1753,14100,11461,94.1,57.7,58,813,47.8,14500,14700,14093,11468,23145,50,217,1417,184,869,1189,3081,4077,1470,782,263,457,1522,1512,3599,10553,139,912,-,778,2378,47,271,1302,1834,1069,1803,238,277,2115,1868,658,776,33,90.8,53.8,3677.853363,86543.59202
PH_056,順利邨,Shun Lee Estate,Public Housing,22.331874,114.2251915,2.7,11404,1005,976,2727,3379,7082,3317,5078,515,5811,4220,2834,573,813,941,1190,1539,550,262,877,1518,550,-,-,524,1486,1260,712,148,90,1990,9.7,3179,1804,5416,10138,11011,91,260,-,42,28,23690,52.1,19850,47,1122,2603,1164,1213,2603,1164,2813,2742,1307,1881,1378,278,290,449,1061,3004,1610,72,401,150,925,653,995,631,146,112,1204,54,1195,6043,5361,93.9,52,44,887,49.8,14000,14000,6414,4990,9856,12,234,890,233,387,553,1298,1874,525,353,138,189,529,859,1371,4698,23,444,10,263,1168,29,132,657,990,583,531,201,179,883,423,389,259,22,89.1,47.6,2398.449033,62961.76071
PH_057,順安邨,Shun On Estate,Public Housing,22.32833266,114.2260561,2.4,6991,401,578,1573,2219,4370,2220,3582,240,3169,2920,1775,562,583,959,691,913,357,244,593,913,357,-,-,554,1090,920,303,33,20,1780,10,2192,1111,3287,10139,6729,19,152,52,39,28,22670,54.4,16510,52.9,624,1848,688,649,1848,688,1735,1780,804,996,1034,241,230,299,717,1958,602,23,198,91,356,437,535,452,118,88,742,42,771,3774,3217,94.1,47.5,21,852,53.8,14000,14000,3806,3185,6147,-,95,464,197,325,408,846,1070,318,218,66,77,418,408,1072,2895,73,259,-,194,691,-,56,274,505,311,478,106,96,730,393,179,217,57,89.9,42.8,919.50484,45671.40168
PH_058,順天邨,Shun Tin Estate,Public Housing,22.32555627,114.226441,2.7,17926,1388,1482,4038,5780,11300,5238,8052,490,9384,6655,3800,1311,1544,1718,2058,1823,1056,391,1585,1799,1046,-,-,1253,2215,1492,1000,529,166,2030,11,5141,3107,8290,10140,17363,138,382,43,-,33,23470,54,17600,50.9,1382,4073,2021,1540,4073,2021,4390,4456,2322,2643,2272,455,449,970,1541,5083,2249,142,465,194,1445,1075,1481,976,161,213,1829,44,1855,9591,8335,94.2,52.7,108,869,52.4,15000,15000,10292,7634,16262,51,136,955,203,549,675,2339,2679,817,575,274,315,990,1273,2330,7215,55,672,-,524,1256,-,262,896,1246,805,1076,154,153,1423,1173,424,364,22,90.3,49.9,1788.428416,107633.7623
PH_059,蘇屋邨,So Uk Estate,Public Housing,22.34122473,114.1567751,2.7,18748,3463,2181,4824,5628,12633,2652,8764,488,9496,6852,4645,1435,772,1507,2484,2175,686,561,2026,2175,686,-,-,1435,1583,2078,1022,579,155,2830,13.4,2956,3023,9306,10142,18072,64,519,93,-,30,20770,42.6,16800,39.8,1722,4496,1623,1864,4496,1623,4459,4361,1935,2108,1935,487,733,1209,2038,2356,4429,575,1285,634,2027,1171,2226,951,93,288,2128,131,995,9948,8800,95,63.1,82,885,41.3,13200,13500,10765,7983,16272,186,136,982,470,663,917,1911,3173,977,342,129,315,964,1003,2485,7352,29,703,-,578,1806,-,196,1345,1387,639,856,112,186,1503,1039,677,602,43,91.4,59.5,1223.740602,78826.98932
PH_060,大坑東邨,Tai Hang Tung Estate,Public Housing,22.33173591,114.171393,2.4,4696,367,309,903,1647,2859,1470,1647,132,2917,1964,922,665,377,683,700,303,278,203,590,303,278,-,-,659,577,326,249,61,92,2120,15,1567,766,1996,10145,4501,36,144,15,-,23,18020,57.5,14620,52.2,471,924,506,518,924,506,978,953,651,750,783,214,85,271,575,1269,548,42,122,119,336,261,650,185,102,76,403,31,240,2573,2123,94.3,54.4,-,825,55.4,15000,15000,2748,1948,4302,30,144,98,80,208,194,508,816,175,47,125,69,294,284,553,1842,-,112,-,144,367,-,59,169,393,221,234,14,67,398,229,164,106,-,88.9,50.7,1499.64255,41622.8537
PH_061,德朗邨,Tak Long Estate,Public Housing,22.32997424,114.2035147,2.3,18720,2680,1877,4516,6420,12813,3227,9461,613,8646,7972,4698,2312,962,2611,2443,2034,884,866,1999,2011,884,-,-,2243,2529,1987,750,340,123,2060,13.9,3283,2860,9897,10214,17878,56,703,68,15,22,20000,46.2,15240,45.4,1954,4285,1819,2082,4285,1819,4291,4286,2175,2095,2496,697,522,1128,2185,3103,3574,248,1381,207,1885,1063,2854,807,145,252,2241,48,798,10322,8398,94.4,60.4,11,814,45.9,14000,14000,10512,8208,16112,304,319,1187,359,991,847,2168,2857,797,548,183,378,945,1130,2488,7433,50,785,22,542,1745,12,273,1048,1202,843,1004,177,323,1698,1134,478,703,28,91.7,56,990.2841018,57010.12393
PH_062,德田邨,Tak Tin Estate,Public Housing,22.30845044,114.2390538,2.5,13612,1097,557,3065,4925,8547,3968,4491,665,8456,5359,2437,1621,1301,1541,1326,1326,1166,314,1101,1326,1166,3520,15.6,1542,1557,984,722,404,150,1660,11.4,3870,2517,6128,10151,13026,303,166,117,-,37,24890,53.1,18540,52.4,945,2793,2143,1316,2793,2143,3272,2962,1876,2027,1691,687,366,627,1497,3559,1311,78,201,238,912,1277,1145,949,240,458,1227,28,928,7356,6256,90.4,56.4,-,850,52.8,15000,15500,7360,6252,12829,147,56,223,27,442,640,1935,2169,744,322,250,288,1293,836,1614,5785,103,391,-,342,1213,25,148,504,999,542,687,202,261,1169,1189,511,364,40,87.5,53.4,3040.3016,107395.9575
PH_063,翠屏北邨,Tsui Ping North Estate,Public Housing,22.31532448,114.2297232,2.3,14060,866,790,3493,4858,9141,4053,5731,648,7681,6021,3229,1782,1010,1858,1602,1733,828,421,1170,1725,828,2500,11.8,1674,2124,1244,679,241,59,1470,11.6,4188,2507,6499,10170,13525,229,243,63,-,34,24000,55.1,15150,54.1,1104,3158,1878,1373,3188,1878,3311,3301,1798,2152,1929,703,386,795,1587,3673,1174,143,353,180,599,987,1116,640,150,319,1430,18,1785,7461,6599,91.5,54.2,-,884,54.7,15000,15000,7615,6445,12777,96,74,684,192,463,577,2015,2220,743,427,201,224,1052,918,1578,5836,30,523,6,490,1459,-,220,637,1052,733,768,124,185,1128,920,620,573,58,87.8,51.3,2739.791077,91251.58284
PH_064,翠屏南邨,Tsui Ping South Estate,Public Housing,22.312701,114.2326786,2.9,13467,1382,1085,3640,4271,8996,3089,5641,611,7215,4724,2446,989,1289,1069,1333,1540,782,275,1121,1532,782,-,-,970,1053,1317,830,320,234,2620,12,3574,2297,6214,10171,12940,112,310,105,-,35,24350,50.8,19170,47.1,1280,3124,1497,1435,3124,1497,3118,3176,1640,2098,1606,447,495,819,1139,3171,1787,251,396,156,1105,918,1121,809,246,168,1334,-,1460,7043,6424,92.8,56.5,10,912,48.7,15000,15000,7411,6056,12025,80,259,579,167,521,733,1600,2222,609,371,146,193,760,933,1727,5679,20,549,-,332,1416,-,196,740,969,649,791,95,153,1047,913,457,357,46,89.8,54,1672.456257,95356.11098
PH_065,慈正邨,Tsz Ching Estate,Public Housing,22.35015662,114.2025883,2.7,21845,1671,1838,5786,7119,14743,5431,9826,706,11313,7901,3994,2168,1739,2064,1836,2472,1529,538,1531,2446,1529,-,-,2151,1416,1829,1663,602,240,3240,13.4,5579,4485,10110,10173,21079,248,427,91,-,34,26850,52.6,20270,50.1,1573,5337,2835,1807,5337,2835,4944,4943,2858,3783,2539,1107,521,1220,2694,4920,2455,204,597,187,1472,1771,2921,978,366,260,2492,71,1176,11131,10714,93.6,56.8,16,963,51.6,15000,15000,11810,10035,19297,84,243,1350,327,751,899,2523,4156,971,735,281,524,1338,1429,2804,9361,45,1024,56,610,2002,23,212,1539,1286,935,1048,473,375,1765,1575,766,573,61,90.4,53.1,1960.977129,88584.04919
PH_066,慈康邨,Tsz Hong Estate,Public Housing,22.34757921,114.2028018,3.6,7079,598,1016,2173,2283,5472,1009,3208,212,3659,1943,1283,58,602,228,355,724,636,148,305,713,636,-,-,47,335,579,608,221,153,4720,14.2,1388,1850,3243,10174,6801,122,118,38,-,46,31350,44.3,29320,40.3,645,1758,951,726,1758,951,1716,1666,1289,1163,525,122,144,627,898,961,1014,95,264,114,615,521,1111,499,127,117,673,-,387,3778,3301,95.2,62.5,38,874,41.8,15000,15000,3644,3435,6229,120,89,340,84,360,297,1077,1063,387,251,73,162,521,643,898,3243,-,389,-,109,634,6,136,530,541,300,283,141,164,504,604,232,192,-,92.5,57.5,716.0046571,19708.71647
PH_067,慈樂邨,Tsz Lok Estate,Public Housing,22.34818565,114.1987453,2.9,17833,1485,1456,5137,5506,12099,4249,7376,648,9809,5987,3018,1313,1656,1414,1304,1905,1364,371,962,1896,1364,-,-,1263,1299,1391,1076,618,340,3170,13.1,4391,3894,8063,10175,17298,171,269,95,-,34,29020,50.9,21450,48.6,1456,4122,2412,1693,4122,2412,4160,4002,2664,2891,1832,799,555,1023,2125,3812,2091,127,559,184,1347,1012,2670,1147,277,304,1769,111,937,9168,8665,93.6,58,11,945,50,15000,15000,9606,8227,16317,154,86,743,118,630,838,2473,3150,661,475,148,512,1384,1270,2245,7728,55,793,-,499,1376,-,250,901,1271,721,1052,386,262,1364,1375,611,444,34,90.7,54.3,2556.796192,74371.09434
PH_068,慈民邨,Tsz Man Estate,Public Housing,22.34822658,114.2030322,3,5936,547,584,1431,2108,4123,1266,2146,166,3624,1950,911,345,694,457,390,648,455,155,332,648,445,-,-,318,425,527,335,250,95,3630,14,1402,1095,2892,10176,5661,53,198,24,-,44,26950,50.6,23380,49.5,590,1391,713,657,1391,713,1233,1344,929,995,645,243,152,175,578,1428,842,94,169,68,594,379,1002,330,106,67,502,33,342,3001,2935,93.4,59.3,-,978,50.1,13960,14000,3175,2761,5568,36,147,92,40,190,205,770,1107,303,186,104,92,447,366,973,2580,42,216,-,189,374,-,114,309,488,299,370,100,40,507,339,195,139,-,89.8,56.6,606.0619607,15524.19979
PH_069,東頭（２）邨,Tung Tau (2) Estate,Public Housing,22.33440615,114.1925245,2.5,15440,976,986,3774,5451,10211,4253,5696,639,9105,6247,3345,1635,1267,1790,1461,2030,966,517,1146,2020,955,2300,8.4,1496,2054,1453,840,333,71,1730,14.3,4321,2975,7168,10178,14885,313,173,69,-,39,24740,54.5,19500,54.1,1052,3321,2455,1416,3321,2455,3746,3467,2091,2397,1853,910,408,676,1645,4096,1423,53,334,140,911,1165,2538,757,186,419,1435,14,678,8137,7303,93.7,56.7,-,898,54.2,15000,15500,8248,7192,14406,109,130,396,189,537,608,2225,2555,676,591,173,429,1328,1133,1784,6608,82,607,-,318,1352,68,197,730,1120,535,726,288,226,1395,1115,753,502,107,90.3,54.1,2432.374865,102934.5792
PH_070,東滙邨,Tung Wui Estate,Public Housing,22.332214,114.1933855,2.3,5280,674,454,1267,1588,3309,1297,2892,140,2248,2276,1048,827,401,800,708,584,184,193,505,573,184,-,-,806,606,424,245,160,35,2860,16.3,1493,636,2477,10215,5148,36,89,7,-,30,20130,51.1,13140,46.9,418,1062,536,461,1062,536,1201,1190,511,676,849,179,229,328,548,1215,901,67,423,99,343,265,834,172,26,52,472,16,222,2787,2493,94.2,50.3,9,895,49.2,14430,14500,3221,2059,4494,23,74,354,199,167,230,589,642,264,167,36,70,224,164,786,1993,7,274,-,62,428,15,56,321,245,99,340,67,50,461,259,146,59,15,90.1,47.5,927.6806611,16343.71966
PH_071,元州邨,Un Chau Estate,Public Housing,22.33679819,114.1559162,2.4,18670,1426,1423,4001,5786,11210,6034,8159,709,9802,7577,3696,2286,1595,2569,2065,1948,995,520,1529,1892,995,-,-,2150,2227,1683,944,328,245,2950,17.2,5741,2979,8524,10179,17766,408,400,68,28,31,23060,55.2,15210,52.9,1268,3886,1910,1747,3886,1910,4518,4141,2458,2755,2568,804,449,777,2197,5508,2196,145,592,265,1249,1080,1649,1123,228,516,1605,46,1296,10235,8435,92.4,51.1,17,824,54.1,15000,15000,11127,7543,16769,130,242,743,205,848,552,2020,2846,824,453,161,287,1239,1252,1673,7109,24,642,-,442,1840,7,227,852,946,898,778,166,310,1421,1075,834,410,36,87.7,46.7,1347.919316,66801.71835
PH_072,牛頭角上邨,Upper Ngau Tau Kok Estate,Public Housing,22.31927466,114.2165158,2.4,15831,1134,1164,3381,5434,9979,4718,8208,635,6988,6557,2506,2302,1749,2515,1637,1675,730,632,1238,1646,730,-,-,2252,1534,1298,903,446,124,2930,18.3,4817,2728,7152,10180,15220,246,313,52,-,31,23190,54.4,13850,54.6,1248,3307,1415,1536,3307,1415,3564,3228,2403,2455,2327,720,317,798,2148,4537,1773,129,339,267,1176,979,1154,727,155,335,1374,73,1461,8745,7086,90.2,48.9,35,810,54.5,13500,14000,9573,6258,13929,122,86,1299,151,535,705,1764,2235,625,394,246,210,759,914,1767,5915,51,518,-,313,1520,11,158,770,966,455,857,248,247,1092,899,558,292,8,87.7,45.3,1343.740331,46622.74004
PH_073,黃大仙上邨,Upper Wong Tai Sin Estate,Public Housing,22.34277292,114.1919329,2.6,12176,920,1074,2931,4200,8205,3051,5602,402,6172,4738,2485,1351,902,1393,1144,1555,646,442,982,1527,635,-,-,1266,1260,1077,687,364,84,3240,16.5,3378,2293,5585,10181,11842,150,111,73,-,34,23930,54.1,17890,48.6,1022,2940,1276,1239,2940,1276,2640,2471,1831,2337,1495,482,193,671,1593,2894,1370,83,433,199,792,674,1705,753,184,253,1231,7,648,6399,5777,91.5,57,-,903,52.5,14500,15000,6721,5455,11120,65,70,470,184,601,450,1546,1989,475,394,192,244,732,906,1494,5207,11,387,-,290,1191,19,220,539,762,509,508,169,278,1017,946,475,237,32,89.3,53.3,1395.420851,45734.85627
PH_074,橫頭磡邨,Wang Tau Hom Estate,Public Housing,22.34055139,114.1875811,2.9,16794,1291,1287,4051,5990,11328,4175,5482,748,10564,5728,2982,1103,1643,1383,1241,1916,1188,340,909,1853,1188,-,-,1023,1246,1561,1272,339,287,2310,11.1,4581,3280,7642,10191,16201,317,194,82,-,36,27730,53.1,21350,52.1,1122,3972,2185,1521,3972,2185,3981,3797,2566,2586,2017,556,403,1006,1848,3967,1892,77,821,218,793,1156,2658,1043,249,460,1335,21,756,9099,7695,92.4,58.2,11,846,52.5,15000,15000,9116,7678,15978,61,99,300,30,584,694,2250,2945,748,457,161,408,1263,1292,2009,7089,41,595,-,382,1568,-,195,783,1158,775,812,239,377,1456,1089,665,548,129,88.7,55.3,2596.52439,92780.7253
PH_075,榮昌邨,Wing Cheong Estate,Public Housing,22.32924887,114.15555,2.5,3620,325,449,1021,1279,2749,546,1993,-,1627,1444,976,225,243,366,521,358,199,161,407,358,199,-,-,218,588,392,197,32,17,2050,13.7,571,656,2068,10216,3620,-,-,-,-,22,18580,45.2,15880,45.2,329,808,415,329,808,415,874,907,529,489,436,60,109,125,624,567,643,42,185,69,351,181,449,245,80,44,275,21,257,1969,1651,96.2,59,6,838,45.2,15000,15000,2068,1552,3341,-,-,176,79,183,185,355,465,224,140,20,79,241,303,418,1479,8,141,-,11,339,-,43,202,101,115,295,62,74,281,312,54,65,13,94.3,56.3,547.2921622,11033.28033
PH_076,和樂邨,Wo Lok Estate,Public Housing,22.31595699,114.2277603,2.3,4280,239,392,983,1223,2598,1443,2405,118,1757,1838,1224,423,191,511,626,546,155,70,516,546,155,-,-,423,739,464,126,49,37,1940,11.2,1247,751,2043,10193,4210,48,12,10,-,30,20850,58.2,15410,49,404,1041,368,462,1041,368,1076,1012,548,641,629,135,105,205,395,1239,465,49,107,65,262,290,281,308,49,67,447,-,429,2357,1923,95.4,51.7,26,816,55.5,13320,13510,2409,1871,3824,-,-,247,153,181,236,624,501,193,136,81,52,219,256,531,1688,28,233,-,102,389,8,47,335,302,148,245,28,89,301,273,83,155,20,92.3,46.4,892.920059,29463.70682
PH_077,油麗邨,Yau Lai Estate,Public Housing,22.30061825,114.2360143,2.5,21799,2043,2584,5089,7558,15231,4525,11293,382,10124,8704,4905,2365,1434,2422,2440,2418,1424,583,1919,2413,1424,-,-,2317,2500,2057,1141,488,201,2900,14.8,4557,4230,10969,10198,21499,145,72,83,-,31,24120,49.4,17550,47.8,1889,5012,2834,2037,5012,2834,5379,5141,2865,2890,2498,983,405,1158,2573,4168,3612,403,718,550,2043,2266,1920,1048,243,305,2078,42,1981,11752,10047,95.7,58,80,855,48.7,15000,15000,11916,9883,19183,102,128,1587,382,804,899,3107,3497,1054,522,282,400,1511,1485,2788,9304,56,1141,-,449,1815,12,320,1328,1540,817,1305,236,438,1715,1373,791,523,20,93.5,53.5,1725.711189,65285.53476
PH_078,油塘邨,Yau Tong Estate,Public Housing,22.29788419,114.2382112,2.8,10026,843,901,2788,3037,6726,2457,5141,277,4608,3553,1957,729,867,938,790,1034,791,323,571,994,791,-,-,682,964,759,711,365,72,3240,16.5,2576,2307,4300,10200,9777,125,51,59,14,34,25100,50.1,20140,45.7,759,2060,1502,929,2060,1502,2273,2361,1393,1445,1344,367,269,458,1392,2203,1202,113,238,313,590,942,665,422,170,205,1082,19,997,5442,4584,93.4,58.2,-,842,49.2,15000,15000,5524,4502,8793,32,38,679,181,232,556,1458,1431,580,245,157,183,844,851,1152,4186,23,306,11,146,829,34,133,393,599,393,521,105,341,910,622,397,282,88,90.2,55.1,1932.617234,42031.64121
PV_001,淘大花園,Amoy Gardens,Private Housing,22.32457077,114.2163576,2.4,10791,1084,627,3702,3775,8104,1603,2014,514,8263,4526,2715,1347,464,587,503,1251,2185,113,376,1202,2153,11000,20,1155,1526,1014,681,131,19,13000,26.9,715,4597,4395,60064,10425,145,109,112,-,35,43000,44.7,39040,45.1,495,1882,3687,752,1882,3687,3083,2891,1603,1268,672,190,165,405,989,1593,1284,113,354,184,624,1484,1244,809,160,271,763,73,1551,5810,4981,96.2,80.7,12,857,44.9,22000,23000,4436,6355,9477,123,118,278,276,199,382,2739,2092,594,349,772,1103,1645,1029,857,5916,128,258,34,203,488,-,278,347,1104,422,365,409,555,1082,1326,437,277,30,95.5,78.4,755.0603061,28260.67864
PV_002,碧海藍天,Aqua Marine,Private Housing,22.33270983,114.1484643,2.8,4367,694,302,1461,1508,3271,402,538,491,3338,1564,1236,318,10,104,181,218,1061,22,125,183,1036,15600,17.5,254,518,307,293,182,10,18500,35,89,2362,1222,60072,3957,71,28,297,14,47,68680,41.2,60080,45.3,93,323,1778,461,323,1778,1374,1167,574,344,183,31,34,155,358,412,839,86,372,89,270,594,660,413,54,423,147,16,262,2524,1843,89.9,90.9,25,730,42,30000,40500,1798,2569,3688,245,91,38,114,97,146,1055,870,292,109,497,634,554,262,151,2349,102,31,7,49,391,-,143,111,332,203,42,102,305,348,536,433,111,14,89.4,87.9,576.740381,14902.55494
